tax_year,recipient_name,recipient_country,grant_amount,grant_purpose,foundation_status_raw,foundation_status_classified,is_potential_violation
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,156300.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,153100.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,152583.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,150000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,149285.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,149255.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,148755.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,142500.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,142432.00,SPECIAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,130000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,129450.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,123883.00,LEGAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,121246.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,118000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,117000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,116600.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,113000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,111963.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,105500.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,105000.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,100540.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,100000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,100000.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,95700.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,93810.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,91700.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,85000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,84588.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,81650.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,80910.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,80891.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,80295.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,79201.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,75460.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,75293.00,YOUTH,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,75000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,75000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,75000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,73899.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,73192.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,71200.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,71000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,70000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,70000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,67200.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,66800.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,65000.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,64600.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,63600.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,63385.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,60000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,60000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,59300.00,SPECIAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,58810.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,58430.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,57100.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,56475.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,55600.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,55000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,54975.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,54355.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,54150.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,54005.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,53930.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,53000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,51500.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,51450.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50990.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50360.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50294.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50174.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,HOSPITAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,SPECIAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,50000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,49850.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,49673.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,49040.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,49014.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,48235.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,47250.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,46990.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,45988.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,45900.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,44180.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,41741.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,41000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,40955.00,LEGAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,40000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,40000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,38000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,37765.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,37500.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,36500.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,36368.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,36000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,35000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,35000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,35000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,34961.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,34814.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,34784.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,33200.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,33000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,32380.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,31350.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,31157.00,SECURITY,,,False
2021,[Foreign Individual - Middle East and North Africa],Middle East and North Africa,31000.00,FREE LOANS - SHORT TERM AID,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30860.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30800.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,30000.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,29590.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,29326.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,29230.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,29080.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,28601.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,28600.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27595.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27436.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27210.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27080.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,27000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,26535.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,25000.00,FOOD,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,25000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,25000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,24000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,23818.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,23346.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,23250.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,23000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22865.00,HOLOCAUST,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22500.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22380.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22250.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22230.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,22000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21600.00,SPECIAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21500.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21360.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21303.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21250.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,21000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20800.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20700.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20500.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20170.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,20000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,18700.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,18500.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,18000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,18000.00,WOMENS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17992.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17800.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17620.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17592.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17493.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17493.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17141.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,17000.00,SECURITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,16500.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,16158.00,FOOD,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,16000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,16000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,16000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15500.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15480.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15293.00,FOOD,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15265.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15250.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15042.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,YOUTH,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,15000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,14960.00,FOOD,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,14699.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,14500.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,14425.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13500.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13470.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13330.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13300.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13215.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13174.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,13000.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12693.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12650.00,MUSEUM,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12500.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12500.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12400.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12200.00,MEDICAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12180.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12080.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,12000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11995.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11850.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11800.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11750.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11490.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11150.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11115.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11115.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,11000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10942.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10835.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10500.00,PUB AWARENESS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10500.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10200.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10000.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10000.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,10000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,9970.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,9400.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,9130.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,9000.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8600.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8491.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8460.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8333.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8333.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,8000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,7500.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,7371.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,7290.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,7001.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,7000.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6500.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6476.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6224.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6204.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6139.00,HUMANITARIAN,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6111.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6000.00,COMMUNITY,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,6000.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5875.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5600.00,SYNAGOGUE,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5570.00,RELIGIOUS,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5556.00,AID FOR,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5140.00,EDUCATIONAL,,,False
2021,[Foreign Grant - Middle East and North Africa],Middle East and North Africa,5020.00,RELIGIOUS,,,False
2022,[Foreign Grant - Middle East],Middle East,6950000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,3350000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,2130000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,1645820.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,1371895.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,1312000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,1200000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,1195000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,1024215.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,1019233.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,1011000.00,hospital const,,,False
2022,[Foreign Grant - Europe],Europe,925000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,800000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,795613.00,cancer relief fund,,,False
2022,[Foreign Grant - Middle East],Middle East,764914.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,715000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,714647.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,712500.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,675000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,646477.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,625390.00,food kitchen,,,False
2022,[Foreign Grant - Middle East],Middle East,620000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,562048.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,555486.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,536964.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,500027.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,495435.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,441035.00,humanitarian aid,,,False
