tax_year,recipient_name,recipient_country,grant_amount,grant_purpose,foundation_status_raw,foundation_status_classified,is_potential_violation
2022,[Foreign Grant - Middle East],Middle East,427000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,420000.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,417222.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,391642.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,377205.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,376124.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,362590.00,refugee,,,False
2022,[Foreign Grant - Middle East],Middle East,360000.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,358710.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,350000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,333333.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,330000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,325585.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,310636.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,299444.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,284621.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,266860.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,250000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,237473.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,236050.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,228310.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,226311.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,218730.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,212721.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,211130.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,207335.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,205110.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,205000.00,education programs,,,False
2022,[Foreign Grant - Middle East],Middle East,205000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,200204.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,200000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,193000.00,security,,,False
2022,[Foreign Grant - Middle East],Middle East,187797.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,185936.00,special education,,,False
2022,[Foreign Grant - Middle East],Middle East,185752.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,180000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,178000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,177700.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,174025.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,171500.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,168225.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,165000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,160000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,156700.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,152000.00,religious programs,,,False
2022,[Foreign Grant - Europe],Europe,141750.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,125100.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,124543.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,120843.00,security,,,False
2022,[Foreign Grant - Middle East],Middle East,115550.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,115465.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,115000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,113500.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,113367.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,112550.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,112500.00,educational project,,,False
2022,[Foreign Grant - Middle East],Middle East,110000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,109834.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,107367.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,103600.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,103000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,100000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,100000.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,97100.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,96276.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,93585.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,89824.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,88559.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,84439.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,83550.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,81204.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,80979.00,legal aid,,,False
2022,[Foreign Grant - Middle East],Middle East,80360.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,80000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,78153.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,76380.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,75000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,75000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,74866.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,72000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,65000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,64877.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,63408.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,61705.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,61600.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,61000.00,youth at risk,,,False
2022,[Foreign Grant - Middle East],Middle East,60368.00,educational program,,,False
2022,[Foreign Grant - Europe],Europe,60000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,60000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,57908.00,special education,,,False
2022,[Foreign Grant - Middle East],Middle East,56879.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,55966.00,educationla program,,,False
2022,[Foreign Grant - Middle East],Middle East,55130.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,55000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,55000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,54518.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,53510.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,52240.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,51875.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,51177.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,50900.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,50725.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,50345.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,50310.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,50085.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,50000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,50000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,50000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,50000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,50000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,48448.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,46800.00,special education,,,False
2022,[Foreign Grant - Middle East],Middle East,46390.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,45875.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,45205.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,45068.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,45000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,43528.00,food kitchen,,,False
2022,[Foreign Grant - Middle East],Middle East,43150.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,42680.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,42500.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,41652.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,41570.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,40146.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,40000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,39632.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,39475.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,38400.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,38375.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,37500.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,35900.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,35750.00,educational project,,,False
2022,[Foreign Grant - Middle East],Middle East,35000.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,34900.00,security,,,False
2022,[Foreign Grant - Middle East],Middle East,33850.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,33100.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,33086.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,32480.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,31950.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,31130.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,30988.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,30910.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,30800.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,30645.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,30452.00,comminity projects,,,False
2022,[Foreign Grant - Middle East],Middle East,30230.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,30125.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,30075.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,30000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,30000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,29976.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,29851.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,29100.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,28500.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,28055.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,27354.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,27000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,26800.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,26405.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,26000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,25310.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,25100.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,25000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,25000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,25000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,25000.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,25000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,24890.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,24800.00,holocaust aid,,,False
2022,[Foreign Grant - Middle East],Middle East,24675.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,24555.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,24520.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,24318.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,23795.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,23792.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,23192.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,22446.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,22075.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,22000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,21641.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,20772.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,20600.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,20100.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,20000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,20000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,20000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,20000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,20000.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,19925.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,19704.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,19350.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,19180.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,19000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,18418.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,18310.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,18185.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,18000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,18000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,18000.00,special education,,,False
2022,[Foreign Grant - Middle East],Middle East,18000.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,17909.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,17865.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,17850.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,17750.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,17570.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,17150.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,17000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,16800.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,16715.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,16531.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,16500.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,16200.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,15975.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,15575.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,15400.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,15360.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,15300.00,youth at risk,,,False
2022,[Foreign Grant - Middle East],Middle East,15000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,15000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,13900.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,13600.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,13000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,12525.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,11795.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,11700.00,womens health,,,False
2022,[Foreign Grant - Middle East],Middle East,11295.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,11270.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,11255.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,11250.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,11100.00,pub awareness prgrm,,,False
2022,[Foreign Grant - Middle East],Middle East,11000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,10823.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,10675.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,10600.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,10369.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,10357.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,10310.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,10256.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,10250.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,youth at risk,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,10000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,9760.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,9657.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,9375.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,9375.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,9315.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,9250.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,9133.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,9000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,9000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,8880.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,8750.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,8690.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,8500.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,8500.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,8250.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,8000.00,youth at risk,,,False
2022,[Foreign Grant - Middle East],Middle East,8000.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,7831.00,food kitchen,,,False
2022,[Foreign Grant - Middle East],Middle East,7800.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,7765.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,7750.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,7500.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,7385.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,7293.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,7177.00,community projects,,,False
2022,[Foreign Grant - Middle East],Middle East,7056.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,7037.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,7022.00,food kitchen,,,False
2022,[Foreign Grant - Middle East],Middle East,7000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,6820.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,6640.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,6500.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,6480.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,6450.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,6450.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,6305.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,6250.00,humanitarian aid,,,False
2022,[Foreign Grant - Middle East],Middle East,6210.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,6166.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,6000.00,synagogue cnst,,,False
2022,[Foreign Grant - Middle East],Middle East,6000.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,6000.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,6000.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,5972.00,medical aid,,,False
2022,[Foreign Grant - Middle East],Middle East,5870.00,food kitchen,,,False
2022,[Foreign Grant - Middle East],Middle East,5850.00,religious programs,,,False
2022,[Foreign Grant - Middle East],Middle East,5800.00,educational program,,,False
2022,[Foreign Grant - Middle East],Middle East,5500.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,5180.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,5088.00,aid for the needy,,,False
2022,[Foreign Grant - Middle East],Middle East,5035.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,9000000.00,pub awarenss prgm,,,False
2023,[Foreign Grant - Middle East],Middle East,5858750.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,2646162.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,1760027.00,pub awareness prgrm,,,False
2023,[Foreign Grant - Middle East],Middle East,1688800.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,1549160.00,pub awareness prgm,,,False
2023,[Foreign Grant - Middle East],Middle East,1500000.00,pub awareness prgrm,,,False
2023,[Foreign Grant - Middle East],Middle East,1371490.00,community prgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,1181431.00,food kitchen,,,False
2023,[Foreign Grant - Middle East],Middle East,1061539.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,1040000.00,community rjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,1012595.00,educational program,,,False
2023,[Foreign Grant - Middle East],Middle East,997500.00,community prgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,950000.00,hospital constructi,,,False
2023,[Foreign Grant - Middle East],Middle East,928625.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,849140.00,Communiy projects,,,False
2023,[Foreign Grant - Middle East],Middle East,846506.00,pub awareness progr,,,False
2023,[Foreign Grant - Middle East],Middle East,802000.00,community program,,,False
2023,[Foreign Grant - Middle East],Middle East,795000.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,725000.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,720000.00,pub awarness prgm,,,False
2023,[Foreign Grant - Middle East],Middle East,717780.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,703767.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,683052.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,650000.00,pub aearenss progrm,,,False
2023,[Foreign Grant - Middle East],Middle East,607367.00,religious programs,,,False
2023,[Foreign Grant - Middle East],Middle East,599972.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,597335.00,community prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,580525.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,524250.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,503385.00,Educational pgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,500000.00,educational prgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,472722.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,457200.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,446000.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,434497.00,Community prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,413181.00,educational prgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,403630.00,pub awareness,,,False
2023,[Foreign Grant - Middle East],Middle East,400000.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,369504.00,synagogue cnst,,,False
2023,[Foreign Grant - Middle East],Middle East,362395.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,355123.00,educational prgm,,,False
2023,[Foreign Grant - Middle East],Middle East,354047.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,353292.00,public awareness,,,False
2023,[Foreign Grant - Middle East],Middle East,334605.00,pub awareness progr,,,False
2023,[Foreign Grant - Middle East],Middle East,333486.00,aid for needy,,,False
2023,[Foreign Grant - Middle East],Middle East,330000.00,womens health,,,False
2023,[Foreign Grant - Middle East],Middle East,326880.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,322626.00,aid for needy,,,False
2023,[Foreign Grant - Middle East],Middle East,315000.00,community prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,309416.00,religious prgrm,,,False
2023,[Foreign Grant - Middle East],Middle East,300000.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,294209.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,288500.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,281300.00,educational program,,,False
2023,[Foreign Grant - Middle East],Middle East,280090.00,aid for needy,,,False
2023,[Foreign Grant - Middle East],Middle East,275000.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,266432.00,educational prgm,,,False
2023,[Foreign Grant - Middle East],Middle East,255422.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,253495.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,243900.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,242090.00,educational program,,,False
2023,[Foreign Grant - Middle East],Middle East,240000.00,synagogue const,,,False
2023,[Foreign Grant - Middle East],Middle East,236730.00,public awareness,,,False
2023,[Foreign Grant - Middle East],Middle East,231655.00,educational prgms,,,False
2023,[Foreign Grant - Middle East],Middle East,216285.00,womens health,,,False
2023,[Foreign Grant - Middle East],Middle East,216100.00,community prjcts,,,False
2023,[Foreign Grant - Middle East],Middle East,211463.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,205400.00,educational program,,,False
2023,[Foreign Grant - Middle East],Middle East,203785.00,aid for the needy,,,False
2023,[Foreign Grant - Middle East],Middle East,202000.00,pub awareness prgrm,,,False
2023,[Foreign Grant - Middle East],Middle East,201956.00,aid to needy,,,False
2023,[Foreign Grant - Middle East],Middle East,200000.00,community projects,,,False
2023,[Foreign Grant - Middle East],Middle East,200000.00,pub awareness progr,,,False
2023,[Foreign Grant - Middle East],Middle East,185040.00,synagogue cnst,,,False
2023,[Foreign Grant - Middle East],Middle East,178990.00,community programs,,,False
2023,[Foreign Grant - Middle East],Middle East,177000.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,176354.00,Educational pgrms,,,False
2023,[Foreign Grant - Middle East],Middle East,175012.00,legal aid society,,,False
2023,[Foreign Grant - Middle East],Middle East,173925.00,Communiy projects,,,False
2023,[Foreign Grant - Middle East],Middle East,162574.00,humanitarian aid,,,False
2023,[Foreign Grant - Middle East],Middle East,160050.00,humanitarian aid,,,False
